8月で本格投入すべきAW2026トレンド,,,,,,,
,,,,,,,
8月は在庫管理シートv7で秋物新規¥600万（52%）。7月の¥350万（先行）から大幅増で、「秋物の棚を構築する月」。AW2026トレンドの本格投入タイミング。,,,,,,,
,,,,,,,
"「テクスチャーリッチ」（AW重要度9）：7月に先行投入したテクスチャーニットを8月に拡充。ブークレニットベスト(¥4,980〜5,980)、パターンミキシングニット(¥4,980〜5,980)が読み解けるアイテム。",,,,,,,
,,,,,,,
"「ハイネック×エレガンス」（AW重要度9）：ファンネルネックニット(¥4,980〜5,980)、レースアップニット(¥4,980〜5,980)が8月投入に最適。ZOZOの先行展示で9月スーパーSALE（Sランク）の弾として棚に並べる。",,,,,,,
,,,,,,,
"「グランジ×フェミニン」（AW重要度7）：フランネルチェックシャツ(¥4,480〜5,480)、イージーストレートデニム(¥4,980〜5,980)。グランジのダークパレットをNOAHLのフェミニンフィルターで解釈。",,,,,,,
,,,,,,,
"「ロングスカート復権」（AW重要度8）：ニットロングスカート(¥4,980〜5,980)、サテンミディスカート(¥4,980〜5,980)。秋ボトムスの新カテゴリとして8月に投入テスト。",,,,,,,
,,,,,,,
カラーパレット,,,,,,,
,,,,,,,
AW2026はPantone NYFW FWのMuted Clay、Festival Fuchsia、Earth tonesが主軸。NOAHLはモーヴ、テラコッタ、ディープセージで秋の棚を構成。,,,,,,,
,,,,,,,
NOAHLへの示唆：8月は「秋物6品番を一気に棚に並べる」月。7月先行の2品番（AS1テクスチャーニット、AS2ミディ丈WP）の反応を見ながら、8月に本格投入する品番を決定。S級はaccoさんコラボの秋版が最有力。,,,,,,,
,,,,,,,
軸④ 自社実績分析（2025年8月）,,,,,,,
売上構造,,,,,,,
,,,,,,,
"8月のTOP5はnlda342068(788枚/¥4,900)、nl0197(763枚/¥3,300)、nlbi019(590枚/¥6,900)、nlpt320(506枚/¥6,980)、nltp031(409枚/¥5,390)。上位5品番で3,056枚。7月の5,252枚から大幅減だが、8月は閑散期＋処分月のため想定内。",,,,,,,
,,,,,,,
特筆すべきはインナーnlbi019(590枚)のTOP3入り。 7月287枚→8月590枚と倍増。8月の暑さでインナー需要が急増し、nlbi023(394枚)も好調。インナー2品番で984枚はNOAHLの「隠れた稼ぎ頭」が8月に表面化した形。,,,,,,,
,,,,,,,
nltp383(242枚/8月新作/評価4.04/レビュー175件)は8月20日発売で10日間で242枚。秋まで着られるブリッジ品番として機能。ただし評価4.04はやや低め。,,,,,,,
,,,,,,,
カテゴリ別ではTOP30中トップスが13品番、インナーが4品番（nlbi019/590、nlbi023/394、nlbi016/251、nlbi022/131）、パンツが3品番（nlpt320/506、nlpt289/279、nlpt329/197）、ワンピースが3品番、スカートが3品番。インナー4品番がTOP30入りは過去最多。,,,,,,,
,,,,,,,
成功パターン,,,,,,,
,,,,,,,
「定番品の底力」が8月の主役。nlda342068(788枚/2021年発売)とnl0197(763枚/2022年発売)がTOP1-2。どちらも8月末が販売終了日で「最後の駆け込み」需要。定番品を「最後まで売り切る」ことの重要性を再確認。,,,,,,,
,,,,,,,
nlbi019(590枚/公式97枚/楽天493枚)：8月にインナーが爆発。レースインナー×シアートップスの夏レイヤード需要が8月にピーク。「インナー2点50%OFF」施策との連動が効いている。,,,,,,,
,,,,,,,
失敗パターンと教訓,,,,,,,
,,,,,,,
"nlwp280(32枚/在庫1,058)：5月526枚→6月144枚→7月49枚→8月32枚。完全に死に在庫。在庫1,058枚×原価¥1,516＝¥160万の在庫が動かない。8月末で40〜60%OFF→サンプルSALE→1月福袋の処分ルート確定。",,,,,,,
,,,,,,,
nlwp345(168枚/評価3.25)：7月新作だが評価3.25は致命的。品質問題が数字に出ている。8月末で処分確定。,,,,,,,
,,,,,,,
"nltp031(409枚/在庫1,568)：4月1,817→5月1,929→6月1,607→7月897→8月409。明確な減速カーブ完了。在庫1,568枚÷409枚＝3.8ヶ月分。8月中に20%OFF→8月末40%OFF。ただし終了日2026年4月のため、秋冬も細々と売れ続ける可能性はある。",,,,,,,
,,,,,,,
在庫管理シートv7との整合性,,,,,,,
,,,,,,,
"在庫管理シートv7によれば、8月の仕入は夏物¥400万（新規¥0＋再入荷¥400万）＋秋物¥1,150万（新規¥600万＋再入荷¥550万）＝¥1,550万。",,,,,,,
,,,,,,,
8月の位置づけは「夏物処分月＋秋物本格投入」。夏物新規ゼロが鉄則。 再入荷¥400万は「7月発注分の遅延入荷」であり、新規の発注はしない。秋物新規¥600万（52%）で棚を構築。8月末の夏物在庫目標は¥361万（OFFなしでも達成可能な計画）。,,,,,,,
,,,,,,,
NOAHLへの示唆：8月は「夏物は売り切りフェーズ、秋物はS級に全リソース集中」の月。夏物の新作は1型も投入しない。秋物S級3〜4型＋A級2〜3型で¥600万を使い切る。9月スーパーSALE（Sランク）に間に合わせることが8月の最大のミッション。,,,,,,,
,,,,,,,
4軸クロス総評：8月にNOAHLがやるべきこと,,,,,,,
4軸が重なるポイントは3つ。,,,,,,,
,,,,,,,
① 秋物S級品番を8月に投入し9月スーパーSALEの弾を作る ZOZO-S（別注6件/ブルゾン3件急増→秋先取りアウターの需要立ち上がり）×楽天-R（秋物先行予約が8月後半から動く）×トレンド（AW2026「テクスチャーリッチ」「ハイネック×エレガンス」が本格投入タイミング）×自社（7月先行投入品の反応データを基にS級を決定）。8月に投入する秋物が9月スーパーSALE（Sランク）のメインビジュアルになる。遅れは許されない。,,,,,,,
,,,,,,,
"② 夏物在庫を「計画通りに処分」してシーズン残存¥361万以下に着地する ZOZO×楽天共通（夏物トップスが減速/体型カバー需要は継続だがピーク超え）×在庫v7（8月末夏物在庫¥361万目標）×自社（nlwp280在庫1,058/nltp031在庫1,568/nlwp345在庫63等の処分判断）。8月はOFF率40〜60%で夏物を消化。ただし8月の売上原価¥1,031万を消化する計画のため、プロパーで動く品番（nlbi019/nlpt320等）はプロパー維持。動かない品番（nlwp280/nlwp345）は8月頭からOFF。",,,,,,,
,,,,,,,
③ インナーの「隠れた稼ぎ頭」を秋物にも繋げる ZOZO×楽天共通（秋のレイヤード需要→インナーは通年カテゴリ）×トレンド（AW2026「レース×レイヤード」適合度9が秋にも継続）×自社（nlbi019/590枚、nlbi023/394枚でインナー4品番がTOP30入り）。8月のインナー好調を秋に繋げるため、秋物のレースキャミソール・レイヤードインナーをA級で投入。秋ニット×レースインナーのセット買い提案。,,,,,,,
,,,,,,,
Part 2：新作品番設計（4軸根拠タグ付き）,,,,,,,
予算サマリー,,,,,,,
区分,品番数,金額,構成比,,,,
夏物新作OEM,0型,¥0,0%,,,,
夏物再入荷（7月発注分の遅延入荷）,—,¥400万,26%,,,,
秋物新作OEM（S+A+B）,8型,¥600万,39%,,,,
秋物再入荷（ZOZO展示＋楽天先行予約）,5〜8品番,¥550万,35%,,,,
合計,,"¥1,550万",100%,,,,
"※在庫管理シートv7準拠：夏物¥400万＋秋物¥1,150万＝¥1,550万",,,,,,,
,,,,,,,
秋物新作S級（3品番）— ¥330万｜9月スーパーSALEの弾,,,,,,,
AS1：accoさんコラボ秋ニット（年間最強コラボの秋版）,,,,,,,
,,,,,,,
項目,内容,,,,,,
カテゴリ,トップス / ニット,,,,,,
価格帯,"¥6,980",,,,,,
下代,"¥1,400",,,,,,
SKU,3色 × 120枚 = 360枚,,,,,,
仕入額,¥50.4万,,,,,,
ZOZO-T,○ 秋ニット需要は9月から本格化。8月に棚を確保,,,,,,
楽天-R,◎ accoさんコラボは楽天ランキングTOP10キープの実績,,,,,,
トレンド,◎ AW2026「テクスチャーリッチ」重要度9。ブークレ or ケーブル編みで差別化,,,,,,
自社,"◎ nltp244(3,472枚/4月)の秋版再現。「accoさん×メタ広告」は年間最強",,,,,,
提案根拠,4月のnltp244の成功を秋物で完全再現する。ロイヤリティ5%と良心的。9月スーパーSALE（Sランク）のメインビジュアルに。マリカさんの教訓を活かし初回360枚で抑え、W2実績で追加判断,,,,,,
AS2：ファンネルネックニットワンピース,,,,,,,
,,,,,,,
項目,内容,,,,,,
カテゴリ,ワンピース,,,,,,
価格帯,"¥7,980〜8,980",,,,,,
下代,"¥1,600",,,,,,
SKU,3色 × 80枚 = 240枚,,,,,,
仕入額,¥38.4万,,,,,,
ZOZO-S,◎ ワンピースは8月も15→20件急増。秋WPの先行需要あり,,,,,,
楽天-R,◎ ワンピース20件。秋物先行予約が楽天で立ち上がる月,,,,,,
トレンド,◎ AW2026「ハイネック×エレガンス」重要度9＋「ロングスカート復権」重要度8,,,,,,
自社,◎ ワンピースはNOAHL最強カテゴリ。7月のAS2（ミディ丈WP）の反応を踏まえた本格投入,,,,,,
AS3：カーブシルエットパンツ（秋素材版）,,,,,,,
,,,,,,,
項目,内容,,,,,,
カテゴリ,ボトムス / パンツ,,,,,,
価格帯,"¥6,980",,,,,,
下代,"¥1,400",,,,,,
SKU,7サイズ × 60枚 = 420枚,,,,,,
仕入額,¥58.8万,,,,,,
ZOZO-P,◎ パンツ45件爆増。カーブ・コクーン・ポンチが8月の3大KW,,,,,,
楽天-R,◎ 体型カバー37件。コクーンパンツが楽天の勝ち筋,,,,,,
トレンド,◎ AW2026「リラックスフィット」通年トレンド。秋素材（ポンチ・ウール混）で進化,,,,,,
自社,"◎ nlpt320が4月4枚→7月1,112枚→8月506枚。ボトムスの「第二の柱」を秋素材に横展開",,,,,,
秋物新作A級（3品番）— ¥170万,,,,,,,
AA1：フリルカラーブラウス（秋のきれいめトップス）,,,,,,,
,,,,,,,
項目,内容,,,,,,
カテゴリ,トップス / ブラウス,,,,,,
"下代¥1,200 / SKU3色×80枚=240枚",仕入額 ¥28.8万,,,,,,
ZOZO-T,○ 2WAY KW1→4件。着回し力のあるきれいめトップスが秋の主役,,,,,,
トレンド,"◎ AW2026「ハイネック×エレガンス」重要度9。フリルカラーブラウス(¥4,480〜5,480)が読み解けるアイテム",,,,,,
自社,○ 秋トップスの新路線。7月先行のAA1の反応を踏まえた拡充,,,,,,
AA2：レースドッキング秋キャミソール,,,,,,,
,,,,,,,
項目,内容,,,,,,
カテゴリ,インナー / キャミソール,,,,,,
"下代¥1,000 / SKU2色×100枚=200枚",仕入額 ¥20万,,,,,,
ZOZO-S,○ 秋のレイヤード需要でインナーは通年カテゴリ,,,,,,
楽天-R,○ インナー2点50%OFF施策の秋版,,,,,,
トレンド,◎ AW2026「レース×レイヤード」適合度9,,,,,,
自社,◎ 8月にインナー4品番がTOP30入り（nlbi019/590枚）。秋ニット×レースインナーのセット買い提案,,,,,,
AA3：ニットロングスカート,,,,,,,
,,,,,,,
項目,内容,,,,,,
カテゴリ,ボトムス / スカート,,,,,,
"下代¥1,300 / SKU3色×50枚=150枚",仕入額 ¥19.5万,,,,,,
ZOZO-S,○ スカートは8月にナロー/サテンが安定。秋はニットロングに進化,,,,,,
トレンド,"◎ AW2026「ロングスカート復権」重要度8。ニットロングスカート(¥4,980〜5,980)が読み解けるアイテム",,,,,,
自社,△ スカート構成比はほぼゼロだが、nlsk306(99枚)・nlsk317(97枚)が8月に好調。市場テストの余地あり,,,,,,
秋物B級（2品番）— ¥30万,,,,,,,
AB1：フランネルチェックシャツ,,,,,,,
,,,,,,,
項目,内容,,,,,,
"下代¥1,100 / SKU2色×60枚=120枚",仕入額 ¥13.2万,,,,,,
根拠軸,トレンド◎（AW2026「グランジ×フェミニン」重要度7）＋ZOZO-S○（別注6件急増。秋先取りアウターの流れ）,,,,,,
AB2：配色ストライプニットベスト,,,,,,,
,,,,,,,
項目,内容,,,,,,
"下代¥1,200 / SKU2色×50枚=100枚",仕入額 ¥12万,,,,,,
根拠軸,トレンド◎（AW2026「ストライプ復権」重要度7＋「テクスチャーリッチ」重要度9）。7月投入のAB1（配色ニットカーデ）の反応を踏まえた横展開,,,,,,
全品番4軸スコア一覧,,,,,,,
#,アイテム,ランク,ZOZO,楽天,トレンド,自社,合計
AS1,accoさんコラボ秋ニット,S(秋),○,◎,◎,◎,3軸◎
AS2,ファンネルネックニットWP,S(秋),◎,◎,◎,◎,4軸全一致
AS3,カーブパンツ秋素材版,S(秋),◎,◎,◎,◎,4軸全一致
AA1,フリルカラーブラウス,A(秋),○,—,◎,○,1軸◎（トレンド牽引）
AA2,レースドッキング秋キャミ,A(秋),○,○,◎,◎,2軸◎
AA3,ニットロングスカート,A(秋),○,—,◎,△,1軸◎（トレンド牽引・テスト枠）
AB1,フランネルチェックシャツ,B(秋),○,—,◎,—,トレンド牽引
AB2,配色ストライプニットベスト,B(秋),—,—,◎,○,トレンド牽引
最終チェック：予算検算,,,,,,,
区分,金額,,,,,,
夏物再入荷（7月発注分の遅延入荷）,¥400万,,,,,,
夏物小計,¥400万,,,,,,
秋物S級 3品番,¥148万,,,,,,
秋物A級 3品番,¥68万,,,,,,
秋物B級 2品番,¥25万,,,,,,
秋物残り新規枠,¥359万（追加プール or 9月追加発注用）,,,,,,
秋物再入荷（ZOZO展示＋楽天先行予約）,¥550万,,,,,,
秋物小計,"¥1,150万",,,,,,
合計,"¥1,550万",,,,,,
"※在庫管理シートv7の8月仕入枠¥1,550万にぴったり一致 ✅ ※秋物新規実額¥241万に対し枠¥600万→残¥359万は「追加プール」。8月投入品のW2売上を見て9月に追加発注する余白。これが「売れたら追いかける」設計。",,,,,,,
,,,,,,,
夏物OFF消化計画（8月中のアクション）,,,,,,,
品番,在庫,8月販売数,OFF方針,,,,
nlwp280,"1,058",32,8月頭40%OFF→8月末60%OFF→サンプルSALE→1月福袋,,,,
nlwp345,63,168,評価3.25。8月中にプロパーで消化できる可能性あり。残れば30%OFF,,,,
nltp031,"1,568",409,8月前半プロパー→8月後半20%OFF。終了日2026年4月なので秋以降も¥200/月で細々継続,,,,
nltp300,94,94,評価3.82。8月中に完売見込み。追加不要,,,,
nltp288,302,279,8月中にほぼ完売見込み。プロパー維持,,,,
夏物終了品番（8月末終了日）,各品番,—,8月末時点で在庫残あれば一律40〜60%OFF処分,,,,
再入荷優先度（夏物¥400万＋秋物¥550万＝¥950万）,,,,,,,
夏物再入荷¥400万（7月発注分の遅延入荷 — 新規発注なし）,,,,,,,
,,,,,,,
7月に発注済みの品番が8月に入荷するもの。追加の新規発注はゼロ。,,,,,,,
,,,,,,,
秋物再入荷¥550万（ZOZO先行展示＋楽天先行予約用）,,,,,,,
,,,,,,,
優先度,用途,金額,,,,,
最優先,7月投入秋物（AS1テクスチャーニット、AS2ミディ丈WP）の追加発注,¥200万,,,,,
高,ZOZO先行展示用の秋物棚在庫,¥200万,,,,,
中,前年秋のロングセラー品番の再展開,¥150万,,,,,
